location,total_sqft,bath,bhk
Sarjapur  Road,1346.0,2.0,2
Sarjapur  Road,475.0,1.0,1
Sarjapur  Road,1660.0,2.0,3
Sarjapur  Road,1346.0,2.0,2
Sarjapur  Road,2089.0,3.0,3
Sarjapur  Road,1612.0,3.0,3
Sarjapur  Road,1290.0,2.0,2
Sarjapur  Road,1371.0,2.0,2
Sarjapur  Road,2140.0,3.0,3
Sarjapur  Road,1044.0,2.0,2
Sarjapur  Road,2180.0,4.0,3
Sarjapur  Road,1691.0,3.0,3
Sarjapur  Road,2206.0,4.0,3
Sarjapur  Road,1309.0,2.0,2
Sarjapur  Road,1691.0,3.0,3
Sarjapur  Road,1367.0,2.0,2
Sarjapur  Road,1984.0,4.0,3
Sarjapur  Road,1346.0,2.0,2
Sarjapur  Road,1112.0,2.0,2
Sarjapur  Road,1340.0,2.0,2
Sarjapur  Road,3500.0,3.0,3
Sarjapur  Road,1132.0,2.0,2
Sarjapur  Road,2425.0,5.0,4
Sarjapura - Attibele Road,1330.0,2.0,3
Sarjapura - Attibele Road,1329.0,2.0,3
Sarjapura - Attibele Road,829.0,2.0,2
Sarjapura - Attibele Road,2400.0,3.0,3
Sarjapura - Attibele Road,1033.0,2.0,2
Sarjapura - Attibele Road,1676.0,3.0,3
Sarjapura - Attibele Road,1800.0,3.0,3
Sarjapura - Attibele Road,1308.0,2.0,2
Sarjapura - Attibele Road,1073.0,2.0,2
Sarjapura - Attibele Road,1330.0,2.0,3
Sarjapura - Attibele Road,1090.0,2.0,2
Sarjapura - Attibele Road,1126.0,2.0,2
Sarjapura - Attibele Road,740.0,1.0,1
Sarjapura - Attibele Road,1555.0,3.0,3
Sector 2 HSR Layout,1296.0,2.0,2
Sector 2 HSR Layout,794.0,1.0,1
Sector 2 HSR Layout,1143.0,2.0,2
Sector 2 HSR Layout,1665.0,3.0,3
Sector 2 HSR Layout,1512.0,3.0,3
Sector 2 HSR Layout,1332.0,2.0,2
Sector 2 HSR Layout,1600.0,3.0,3
Sector 2 HSR Layout,1231.0,2.0,2
Sector 7 HSR Layout,3000.0,5.0,4
Sector 7 HSR Layout,1163.0,2.0,2
Sector 7 HSR Layout,1760.0,3.0,3
Sector 7 HSR Layout,3900.0,3.0,3
Sector 7 HSR Layout,1163.0,2.0,2
Sector 7 HSR Layout,1342.0,2.0,2
Sector 7 HSR Layout,1760.0,3.0,3
Sector 7 HSR Layout,1760.0,3.0,3
Sector 7 HSR Layout,2400.0,2.0,3
Sector 7 HSR Layout,1760.0,3.0,3
Sector 7 HSR Layout,1162.0,2.0,2
Seegehalli,901.0,2.0,2
Seegehalli,800.0,1.0,2
Seegehalli,1118.0,2.0,2
Seegehalli,1200.0,2.0,3
Seegehalli,1155.0,2.0,2
Seegehalli,1830.0,4.0,3
Seegehalli,4000.0,3.0,3
Seegehalli,1096.0,2.0,2
Seegehalli,920.0,2.0,2
Seegehalli,1553.0,3.0,3
Seegehalli,1639.0,3.0,3
Seegehalli,3000.0,4.0,3
Seegehalli,1134.0,2.0,2
Seegehalli,1683.0,3.0,3
Seegehalli,1176.0,2.0,2
Seegehalli,3000.0,4.0,3
Shampura,2650.0,4.0,4
Shampura,1200.0,2.0,2
Shampura,700.0,1.0,2
Shampura,1400.0,3.0,3
Shampura,1475.0,3.0,3
Shampura,1700.0,3.0,3
Shivaji Nagar,850.0,2.0,2
Shivaji Nagar,1554.0,3.0,2
Shivaji Nagar,3820.0,1.0,1
Shivaji Nagar,703.0,2.0,2
Shivaji Nagar,1460.0,2.0,3
Shivaji Nagar,600.0,1.0,2
Singasandra,1030.0,2.0,2
Singasandra,1100.0,2.0,2
Singasandra,1300.0,2.0,2
Singasandra,1010.0,2.0,2
Singasandra,1375.0,2.0,2
Singasandra,1120.0,2.0,2
Singasandra,1510.0,3.0,3
Singasandra,1179.0,2.0,2
Singasandra,1416.0,2.0,2
Singasandra,1476.0,2.0,3
Singasandra,1139.7,2.0,2
Singasandra,1465.0,2.0,2
Singasandra,1653.0,3.0,3
Somasundara Palya,1255.0,2.0,2
Somasundara Palya,1448.0,2.0,2
Somasundara Palya,1178.0,2.0,2
Somasundara Palya,1260.0,2.0,2
Somasundara Palya,1033.0,2.0,2
Somasundara Palya,1329.0,2.0,2
Somasundara Palya,2372.0,3.0,3
Somasundara Palya,1185.0,2.0,2
Somasundara Palya,2400.0,3.0,4
Somasundara Palya,1650.0,3.0,3
Somasundara Palya,1186.0,2.0,2
Sompura,825.0,2.0,2
Sompura,1025.0,2.0,3
Sompura,1020.0,2.0,2
Sompura,1126.0,2.0,2
Sompura,825.0,2.0,2
Sompura,1360.0,2.0,3
Sompura,1350.0,2.0,3
Sompura,2150.0,3.0,4
Sonnenahalli,896.0,2.0,2
Sonnenahalli,1120.0,2.0,2
Sonnenahalli,1100.0,2.0,2
Sonnenahalli,1011.0,2.0,2
Sonnenahalli,614.5,1.0,1
Sonnenahalli,1484.0,3.0,3
Sonnenahalli,1610.0,3.0,3
Sonnenahalli,1415.0,2.0,3
Sonnenahalli,1268.0,2.0,2
Sonnenahalli,1268.0,2.0,2
Sonnenahalli,605.0,1.0,1
Sonnenahalli,1484.0,3.0,3
Subramanyapura,929.0,2.0,2
Subramanyapura,1200.0,2.0,2
Subramanyapura,975.0,2.0,2
Subramanyapura,1277.0,2.0,2
Subramanyapura,985.0,2.0,2
Subramanyapura,1245.0,2.0,3
Subramanyapura,1313.0,2.0,2
Subramanyapura,1313.0,2.0,2
Subramanyapura,1255.0,2.0,3
Subramanyapura,1330.0,3.0,3
Subramanyapura,929.0,2.0,2
Subramanyapura,950.0,2.0,2
Subramanyapura,929.0,2.0,2
Subramanyapura,1260.0,2.0,3
Subramanyapura,960.0,2.0,2
Subramanyapura,1260.0,2.0,3
Subramanyapura,1278.0,3.0,3
Subramanyapura,929.0,2.0,2
Subramanyapura,1260.0,2.0,3
Subramanyapura,1000.0,2.0,2
Subramanyapura,929.0,1.0,2
Subramanyapura,1880.0,3.0,3
Sultan Palaya,1700.0,3.0,3
Sultan Palaya,1100.0,2.0,2
Sultan Palaya,900.0,2.0,2
Sultan Palaya,870.0,2.0,2
Sultan Palaya,1765.0,3.0,3
Sultan Palaya,1713.0,3.0,3
Sultan Palaya,1009.0,2.0,2
Sultan Palaya,5000.0,5.0,4
Sultan Palaya,1070.0,2.0,2
TC Palaya,1475.0,3.0,3
TC Palaya,1200.0,2.0,2
TC Palaya,1240.0,2.0,2
TC Palaya,1500.0,2.0,3
TC Palaya,1200.0,2.0,2
TC Palaya,1200.0,2.0,2
TC Palaya,900.0,2.0,2
TC Palaya,4800.0,3.0,4
TC Palaya,1000.0,2.0,2
TC Palaya,900.0,2.0,2
TC Palaya,1200.0,2.0,2
TC Palaya,900.0,2.0,2
TC Palaya,900.0,2.0,2
TC Palaya,1200.0,2.0,2
TC Palaya,1500.0,2.0,2
TC Palaya,1000.0,2.0,2
TC Palaya,1100.0,2.0,2
TC Palaya,1800.0,2.0,2
TC Palaya,1200.0,2.0,2
TC Palaya,1350.0,1.0,1
TC Palaya,900.0,2.0,2
TC Palaya,900.0,2.0,2
TC Palaya,1082.0,2.0,2
TC Palaya,1152.0,2.0,2
Talaghattapura,1868.0,3.0,3
Talaghattapura,2038.5,3.0,3
Talaghattapura,2106.0,3.0,3
Talaghattapura,1868.0,3.0,3
Talaghattapura,2106.0,3.0,3
Talaghattapura,1868.0,3.0,3
Talaghattapura,1856.0,3.0,3
Talaghattapura,1868.0,3.0,3
Talaghattapura,1804.0,3.0,3
Talaghattapura,1856.0,3.0,3
Talaghattapura,2254.0,3.0,3
Talaghattapura,2106.0,3.0,3
Talaghattapura,1856.0,3.0,3
Talaghattapura,2273.0,3.0,3
Talaghattapura,2099.0,3.0,3
Talaghattapura,1100.0,2.0,2
Talaghattapura,1100.0,2.0,2
Talaghattapura,1575.0,3.0,3
Talaghattapura,2273.0,3.0,3
Talaghattapura,1175.0,2.0,2
Talaghattapura,1804.0,3.0,3
Talaghattapura,1062.0,2.0,2
Talaghattapura,2038.5,3.0,3
Talaghattapura,1800.0,3.0,3
Talaghattapura,2265.0,3.0,3
Talaghattapura,2099.0,3.0,3
Thanisandra,510.0,1.0,1
Thanisandra,1296.0,2.0,2
Thanisandra,2144.0,3.0,3
Thanisandra,445.0,1.0,1
Thanisandra,1296.0,2.0,2
Thanisandra,2144.0,3.0,3
Thanisandra,1093.0,2.0,2
Thanisandra,1265.0,2.0,3
Thanisandra,1651.0,3.0,3
Thanisandra,1265.0,2.0,2
Thanisandra,510.0,1.0,1
Thanisandra,1564.0,3.0,3
Thanisandra,1847.0,3.0,3
Thanisandra,1697.0,3.0,3
Thanisandra,3500.0,5.0,6
Thanisandra,1573.0,3.0,3
Thanisandra,1917.0,3.0,3
Thanisandra,693.0,1.0,1
Thanisandra,1098.0,2.0,2
Thanisandra,760.0,1.0,1
Thanisandra,2002.0,3.0,3
Thanisandra,1697.0,3.0,3
Thanisandra,1380.0,1.0,1
Thanisandra,923.0,1.0,1
Thanisandra,923.0,1.0,1
Thanisandra,1296.0,2.0,2
Thanisandra,1698.0,3.0,3
Thanisandra,1411.0,3.0,3
Thanisandra,1996.0,3.0,3
Thanisandra,1801.0,3.0,3
Thanisandra,1265.0,2.0,2
Thanisandra,1917.0,4.0,3
Thanisandra,662.0,1.0,1
Thanisandra,1948.0,3.0,3
Thanisandra,1098.0,2.0,2
Thanisandra,1564.0,3.0,3
Thanisandra,2127.0,3.0,3
Thanisandra,1276.0,2.0,2
Thanisandra,693.0,1.0,1
Thanisandra,2259.0,5.0,4
Thanisandra,1265.0,2.0,2
Thanisandra,934.0,2.0,2
Thanisandra,1056.0,2.0,2
Thanisandra,1595.0,3.0,3
Thanisandra,1411.0,3.0,3
Thanisandra,1093.0,2.0,2
Thanisandra,1093.0,2.0,2
Thanisandra,1698.0,3.0,3
Thanisandra,1564.0,3.0,3
Thanisandra,1265.0,2.0,2
Thanisandra,784.0,1.0,1
Thanisandra,965.0,2.0,2
Thanisandra,1546.0,3.0,3
Thanisandra,777.0,1.0,1
Thanisandra,1697.0,3.0,3
Thanisandra,1492.0,3.0,3
Thanisandra,2072.0,3.0,3
Thanisandra,1880.0,3.0,3
Thanisandra,760.0,1.0,1
Thanisandra,933.0,2.0,1
Thanisandra,1917.0,3.0,3
Thanisandra,1996.0,4.0,3
Thanisandra,1183.0,2.0,2
Thanisandra,1491.0,3.0,3
Thanisandra,662.0,1.0,1
Thanisandra,1564.0,3.0,3
Thanisandra,662.0,1.0,1
Thanisandra,1573.0,3.0,3
Thanisandra,1262.0,2.0,3
Thanisandra,1056.0,2.0,2
Thanisandra,1702.0,3.0,3
Thanisandra,1343.0,2.0,2
Thanisandra,1935.0,4.0,3
Thanisandra,933.0,2.0,2
Thanisandra,1183.0,2.0,2
Thanisandra,662.0,1.0,1
Thanisandra,1265.0,2.0,2
Thanisandra,1595.0,3.0,3
Thanisandra,580.0,1.0,1
Thanisandra,2087.0,4.0,3
Thanisandra,1098.0,2.0,2
Thanisandra,1411.0,3.0,3
Thanisandra,1732.0,3.0,3
Thanisandra,933.0,1.0,1
Thanisandra,1702.0,3.0,3
Thanisandra,747.0,1.0,1
Thanisandra,2030.0,4.0,3
Thanisandra,1948.0,4.0,4
Thanisandra,1573.0,3.0,3
Thanisandra,1056.0,2.0,2
Thanisandra,1595.0,3.0,3
Thanisandra,1245.0,2.0,2
Thanisandra,1261.0,2.0,3
Thanisandra,1884.0,4.0,3
Thanisandra,965.0,2.0,2
Thanisandra,1930.0,4.0,3
Thanisandra,777.0,1.0,1
Thanisandra,1930.0,4.0,3
Thanisandra,760.0,1.0,1
Thanisandra,663.0,1.0,1
Thanisandra,1801.0,3.0,3
Thanisandra,3671.0,4.0,4
Thanisandra,1305.0,2.0,2
Thanisandra,1965.0,4.0,3
Thanisandra,1573.0,3.0,3
Thanisandra,1917.0,4.0,4
Thigalarapalya,1297.0,2.0,2
Thigalarapalya,1418.0,2.0,2
Thigalarapalya,1418.0,2.0,2
Thigalarapalya,1418.0,2.0,2
Thigalarapalya,1418.0,2.0,2
Thigalarapalya,3122.0,5.0,4
Thigalarapalya,1418.0,2.0,2
Thigalarapalya,2072.0,4.0,3
Thigalarapalya,1418.0,2.0,2
Thigalarapalya,1418.0,2.0,2
Thigalarapalya,1418.0,2.0,2
Thigalarapalya,1418.0,2.0,2
Thigalarapalya,1418.0,2.0,2
Thigalarapalya,2072.0,4.0,3
Thigalarapalya,1830.0,4.0,3
Thigalarapalya,1418.0,2.0,2
Thigalarapalya,2072.0,4.0,3
Thigalarapalya,2072.0,4.0,3
Thigalarapalya,2072.0,4.0,3
Thigalarapalya,2072.0,4.0,3
Thigalarapalya,2072.0,4.0,3
Thigalarapalya,1418.0,2.0,2
Thigalarapalya,3362.0,5.0,4
Thigalarapalya,4190.0,4.0,4
Thigalarapalya,1400.0,2.0,2
Thigalarapalya,1297.0,2.0,2
Thubarahalli,3800.0,4.0,4
Thubarahalli,1200.0,2.0,2
Thubarahalli,1128.0,2.0,2
Thubarahalli,1185.0,2.0,2
Thubarahalli,975.0,2.0,2
Thubarahalli,1330.0,2.0,2
Thubarahalli,1085.0,2.0,2
Thubarahalli,1216.0,2.0,2
Thubarahalli,1200.0,2.0,2
Thubarahalli,1200.0,2.0,2
Thubarahalli,1200.0,2.0,2
Thubarahalli,2625.0,3.0,3
Thubarahalli,975.0,2.0,2
Thubarahalli,1584.0,3.0,3
Tindlu,1500.0,2.0,3
Tindlu,7500.0,7.0,7
Tindlu,1357.0,2.0,3
Tindlu,1500.0,3.0,3
Tindlu,1370.07,3.0,3
Tindlu,1165.0,2.0,2
Tindlu,1050.0,2.0,2
Tindlu,1100.0,2.0,2
Tumkur Road,1500.0,3.0,3
Tumkur Road,1779.0,3.0,3
Tumkur Road,1586.0,3.0,3
Tumkur Road,1098.0,2.0,2
Tumkur Road,1354.0,3.0,3
Tumkur Road,1240.0,2.0,3
Tumkur Road,1239.0,2.0,2
Tumkur Road,1246.0,2.0,2
Tumkur Road,1500.0,3.0,3
Tumkur Road,1416.0,3.0,3
Tumkur Road,1027.0,2.0,2
Tumkur Road,1027.0,2.0,2
Tumkur Road,1459.0,2.0,3
Tumkur Road,992.0,2.0,2
Tumkur Road,1066.0,2.0,2
Tumkur Road,1240.0,2.0,3
Tumkur Road,1441.0,2.0,3
Tumkur Road,1240.0,2.0,3
Tumkur Road,1027.0,2.0,2
Tumkur Road,1354.0,3.0,3
Ulsoor,2135.0,3.0,3
Ulsoor,1275.0,2.0,2
Ulsoor,1020.0,3.0,3
Ulsoor,1200.0,2.0,2
Ulsoor,1180.0,2.0,2
Ulsoor,1340.0,3.0,3
Ulsoor,1500.0,2.0,3
Ulsoor,2000.0,3.0,3
Ulsoor,1255.0,2.0,2
Ulsoor,1685.0,4.0,3
Ulsoor,2135.0,3.0,3
Ulsoor,1160.0,2.0,2
Uttarahalli,1440.0,2.0,3
Uttarahalli,1143.0,2.0,2
Uttarahalli,1020.0,2.0,2
Uttarahalli,1286.0,2.0,2
Uttarahalli,1101.0,2.0,2
Uttarahalli,1345.0,2.0,2
Uttarahalli,1175.0,2.0,2
Uttarahalli,1390.0,2.0,3
Uttarahalli,1330.0,2.0,3
Uttarahalli,1008.0,2.0,2
Uttarahalli,1390.0,2.0,3
Uttarahalli,1617.0,3.0,3
Uttarahalli,1150.0,2.0,2
Uttarahalli,1330.0,2.0,3
Uttarahalli,1200.0,2.0,2
Uttarahalli,882.0,2.0,2
Uttarahalli,993.0,2.0,2
Uttarahalli,1045.0,2.0,2
Uttarahalli,850.0,2.0,2
Uttarahalli,3600.0,6.0,6
Uttarahalli,1788.0,3.0,3
Uttarahalli,1345.0,2.0,3
Uttarahalli,1089.0,2.0,2
Uttarahalli,1279.0,2.0,2
Uttarahalli,1425.0,2.0,3
Uttarahalli,1155.0,2.0,2
Uttarahalli,1050.0,2.0,2
Uttarahalli,1300.0,2.0,3
Uttarahalli,1250.0,2.0,3
Uttarahalli,1700.0,3.0,3
Uttarahalli,1200.0,3.0,3
Uttarahalli,1085.0,2.0,2
Uttarahalli,1175.0,2.0,2
Uttarahalli,1689.28,3.0,3
Uttarahalli,1175.0,2.0,2
Uttarahalli,1137.0,2.0,2
Uttarahalli,1215.0,2.0,3
Uttarahalli,1325.0,2.0,2
Uttarahalli,1300.0,2.0,3
Uttarahalli,850.0,2.0,2
Uttarahalli,1627.86,3.0,3
Uttarahalli,1360.0,2.0,3
Uttarahalli,661.0,1.0,1
Uttarahalli,1134.0,2.0,2
Uttarahalli,1320.0,2.0,3
Uttarahalli,1390.0,2.0,3
Uttarahalli,1090.0,2.0,2
Uttarahalli,1050.0,2.0,2
Uttarahalli,1123.0,2.0,2
Uttarahalli,1329.0,2.0,3
Uttarahalli,938.0,2.0,2
Uttarahalli,1100.0,1.0,2
Uttarahalli,1125.0,2.0,2
Uttarahalli,1685.0,3.0,3
Uttarahalli,1390.0,2.0,3
Uttarahalli,1180.0,2.0,2
Uttarahalli,1380.0,2.0,2
Uttarahalli,1737.0,2.0,3
Uttarahalli,1160.0,2.0,2
Uttarahalli,1280.0,2.0,3
Uttarahalli,1190.0,2.0,2
Uttarahalli,1330.0,2.0,3
Uttarahalli,1560.0,3.0,3
Uttarahalli,1125.0,2.0,2
Uttarahalli,1320.0,2.0,3
Uttarahalli,1160.0,2.0,2
Uttarahalli,1065.0,2.0,2
Uttarahalli,1075.0,2.0,2
Uttarahalli,1155.0,2.0,2
Uttarahalli,1215.0,2.0,3
Uttarahalli,1180.0,2.0,2
Uttarahalli,1002.0,2.0,2
Uttarahalli,1002.0,2.0,2
Uttarahalli,1075.0,2.0,2
Uttarahalli,1155.0,2.0,2
Uttarahalli,1025.0,2.0,2
Uttarahalli,1125.0,2.0,2
Uttarahalli,1300.0,2.0,2
Uttarahalli,1025.0,2.0,2
Uttarahalli,980.0,2.0,2
Uttarahalli,1125.0,2.0,2
Uttarahalli,1175.0,2.0,2
Uttarahalli,1525.0,2.0,3
Uttarahalli,1265.0,2.0,3
Uttarahalli,1213.0,2.0,2
Uttarahalli,900.0,2.0,2
Uttarahalli,1065.0,2.0,2
Uttarahalli,1125.0,2.0,2
Uttarahalli,1270.0,2.0,3
Uttarahalli,1270.0,2.0,3
Uttarahalli,1107.0,2.0,2
Uttarahalli,1200.0,2.0,2
Uttarahalli,1460.0,3.0,3
Uttarahalli,1500.0,3.0,3
Uttarahalli,1120.0,2.0,2
Uttarahalli,1150.0,2.0,2
Uttarahalli,1330.0,2.0,3
Uttarahalli,1050.0,2.0,2
Uttarahalli,1125.0,2.0,2
Uttarahalli,1345.0,2.0,3
Uttarahalli,1345.0,2.0,3
Uttarahalli,1000.0,2.0,2
Uttarahalli,1037.0,2.0,2
Uttarahalli,1000.0,2.0,2
Uttarahalli,1125.0,1.0,2
Uttarahalli,1160.0,2.0,2
Uttarahalli,1123.0,2.0,2
Uttarahalli,1000.0,2.0,2
Uttarahalli,1330.0,2.0,3
Uttarahalli,1125.0,2.0,2
Uttarahalli,1165.0,1.0,2
Uttarahalli,1260.0,2.0,2
Uttarahalli,1284.0,2.0,2
Uttarahalli,1150.0,2.0,2
Uttarahalli,1290.0,2.0,3
Uttarahalli,1328.0,2.0,3
Uttarahalli,1040.0,2.0,2
Uttarahalli,1290.0,2.0,3
Uttarahalli,1075.0,2.0,2
Uttarahalli,1345.0,2.0,3
Varthur,1160.0,2.0,2
Varthur,1385.0,2.0,2
Varthur,1024.0,2.0,2
Varthur,1125.0,2.0,2
Varthur,1112.0,2.0,2
Varthur,1055.0,2.0,2
Varthur,1280.0,2.0,2
Varthur,977.0,2.0,2
Varthur,1250.0,3.0,3
Varthur,1200.0,3.0,3
Varthur,1111.0,2.0,2
Varthur,1140.0,2.0,2
Varthur,1012.0,2.0,2
Varthur,1140.0,2.0,2
Varthur,1090.0,2.0,2
Varthur,1450.0,3.0,3
Varthur,1210.0,2.0,2
Varthur,1070.0,2.0,2
Varthur,1360.0,2.0,3
Varthur,965.0,2.0,2
Varthur,1120.0,2.0,2
Varthur,1395.0,2.0,3
Varthur,1085.0,2.0,2
Varthur,1250.0,2.0,2
Varthur,1200.0,3.0,3
Varthur,1155.0,2.0,2
Varthur,1035.0,2.0,2
Varthur,1155.0,2.0,2
Varthur,1180.0,2.0,2
Varthur,1738.0,2.0,2
Varthur,1045.0,2.0,2
Varthur,1155.0,2.0,2
Varthur,1210.0,2.0,2
Varthur,1105.0,2.0,2
Varthur,1560.0,3.0,3
Varthur,1760.0,2.0,2
Varthur,1210.0,2.0,2
Varthur,1112.0,2.0,2
Varthur,1000.0,1.0,2
Varthur Road,900.0,2.0,2
Varthur Road,1277.0,2.0,2
Varthur Road,1247.0,2.0,3
Varthur Road,1050.0,2.0,2
Varthur Road,1255.0,2.0,2
Varthur Road,1033.0,2.0,2
Varthur Road,1140.0,2.0,2
Varthur Road,850.0,2.0,2
Vasanthapura,1022.0,2.0,2
Vasanthapura,1135.0,2.0,2
Vasanthapura,995.0,2.0,2
Vasanthapura,995.0,2.0,2
Vasanthapura,1037.0,2.0,2
Vasanthapura,978.0,2.0,2
Vasanthapura,1037.0,2.0,2
Vidyaranyapura,1440.0,2.0,2
Vidyaranyapura,1062.0,2.0,2
Vidyaranyapura,1200.0,2.0,2
Vidyaranyapura,1200.0,4.0,4
Vidyaranyapura,1060.0,2.0,2
Vidyaranyapura,1100.0,2.0,2
Vidyaranyapura,1440.0,2.0,3
Vidyaranyapura,1100.0,2.0,2
Vidyaranyapura,1000.0,2.0,2
Vidyaranyapura,1120.0,2.0,2
Vidyaranyapura,945.0,2.0,2
Vidyaranyapura,1100.0,2.0,2
Vidyaranyapura,1200.0,2.0,3
Vidyaranyapura,1200.0,2.0,2
Vidyaranyapura,1050.0,2.0,2
Vidyaranyapura,1188.0,2.0,2
Vidyaranyapura,1100.0,2.0,3
Vidyaranyapura,1100.0,2.0,3
Vidyaranyapura,2400.0,5.0,4
Vidyaranyapura,1100.0,2.0,2
Vidyaranyapura,1200.0,2.0,2
Vidyaranyapura,1200.0,2.0,2
Vijayanagar,1704.0,3.0,3
Vijayanagar,1933.0,3.0,3
Vijayanagar,1450.0,3.0,3
Vijayanagar,1580.0,2.0,3
Vijayanagar,1826.0,3.0,3
Vijayanagar,1739.0,3.0,3
Vijayanagar,1490.0,3.0,3
Vijayanagar,1180.0,2.0,2
Vijayanagar,606.0,1.0,1
Vijayanagar,1352.0,2.0,2
Vijayanagar,1527.0,3.0,3
Vijayanagar,989.0,2.0,2
Vijayanagar,1520.0,2.0,3
Vijayanagar,1749.0,3.0,3
Vijayanagar,1046.0,2.0,2
Vijayanagar,606.0,1.0,1
Vijayanagar,1200.0,2.0,2
Vijayanagar,1760.0,3.0,3
Vijayanagar,2047.0,3.0,3
Vijayanagar,1200.0,2.0,3
Vijayanagar,1178.0,2.0,2
Vijayanagar,864.0,2.0,2
Vijayanagar,920.0,2.0,2
Vijayanagar,1019.0,2.0,2
Vijayanagar,2400.0,6.0,5
Vijayanagar,1180.0,2.0,2
Vijayanagar,1046.0,2.0,2
Vijayanagar,2400.0,2.0,1
Vijayanagar,492.0,1.0,1
Vishveshwarya Layout,750.0,1.0,1
Vishveshwarya Layout,2000.0,4.0,4
Vishveshwarya Layout,2100.0,6.0,6
Vishveshwarya Layout,2000.0,3.0,4
Vishwapriya Layout,820.0,2.0,2
Vishwapriya Layout,770.0,2.0,2
Vishwapriya Layout,910.0,2.0,2
Vishwapriya Layout,890.0,2.0,2
Vittasandra,1404.0,2.0,2
Vittasandra,1246.0,2.0,2
Vittasandra,1404.0,2.0,2
Vittasandra,1246.0,2.0,2
Vittasandra,1246.0,2.0,2
Vittasandra,1246.0,2.0,2
Vittasandra,1246.0,2.0,2
Vittasandra,1238.0,2.0,2
Vittasandra,1404.0,2.0,2
Vittasandra,1246.0,2.0,2
Vittasandra,1238.0,2.0,2
Vittasandra,1246.0,2.0,2
Vittasandra,1259.0,2.0,2
Vittasandra,1404.0,2.0,2
Vittasandra,1246.0,2.0,2
Vittasandra,1246.0,2.0,2
Vittasandra,1246.0,2.0,2
Vittasandra,1246.0,2.0,2
Vittasandra,1238.0,2.0,2
Vittasandra,1246.0,2.0,2
Vittasandra,1246.0,2.0,2
Vittasandra,1404.0,2.0,2
Vittasandra,1259.0,2.0,2
Vittasandra,1404.0,2.0,2
Vittasandra,1246.0,2.0,2
Vittasandra,1404.0,2.0,2
Vittasandra,1246.0,2.0,2
Vittasandra,1246.0,2.0,2
Vittasandra,1404.0,2.0,2
Vittasandra,1246.0,2.0,2
Vittasandra,1246.0,2.0,2
Whitefield,1610.0,3.0,3
Whitefield,1459.0,2.0,2
Whitefield,1280.0,2.0,2
Whitefield,1910.0,3.0,3
Whitefield,3252.0,4.0,4
Whitefield,11890.0,4.0,4
Whitefield,1150.0,2.0,2
Whitefield,1768.0,3.0,3
Whitefield,4144.0,4.0,4
Whitefield,4104.0,4.0,4
Whitefield,1790.0,3.0,3
Whitefield,1720.0,3.0,3
Whitefield,1640.0,4.0,3
Whitefield,2280.0,4.0,3
Whitefield,1897.0,3.0,3
Whitefield,2225.0,2.0,3
Whitefield,2268.0,3.0,4
Whitefield,2400.0,4.0,4
Whitefield,1360.0,2.0,2
Whitefield,1697.0,3.0,3
Whitefield,5000.0,4.0,4
Whitefield,3000.0,5.0,4
Whitefield,1700.0,3.0,3
Whitefield,2842.0,3.0,3
Whitefield,1500.0,3.0,3
Whitefield,1280.0,2.0,2
Whitefield,1405.0,2.0,3
Whitefield,2225.0,3.0,3
Whitefield,1272.0,2.0,2
Whitefield,1192.0,2.0,2
Whitefield,1626.0,3.0,3
Whitefield,1585.0,3.0,3
Whitefield,1280.0,2.0,2
Whitefield,1200.0,3.0,3
Whitefield,4000.0,4.0,4
Whitefield,1697.0,3.0,3
Whitefield,3606.0,4.0,4
Whitefield,1485.0,2.0,2
Whitefield,950.0,1.0,1
Whitefield,3584.0,4.0,4
Whitefield,825.0,1.0,1
Whitefield,1635.0,2.0,3
Whitefield,1216.0,2.0,2
Whitefield,920.0,2.0,2
Whitefield,1170.0,2.0,2
Whitefield,1118.0,2.0,2
Whitefield,1800.0,3.0,3
Whitefield,1562.0,3.0,3
Whitefield,2321.0,4.0,3
Whitefield,1320.0,2.0,2
Whitefield,3010.0,3.0,3
Whitefield,1346.0,2.0,2
Whitefield,2500.0,4.0,4
Whitefield,905.0,1.0,1
Whitefield,2268.0,3.0,4
Whitefield,630.5,1.0,1
Whitefield,3537.0,5.0,4
Whitefield,1697.0,3.0,3
Whitefield,3250.0,5.0,5
Whitefield,1269.0,2.0,2
Whitefield,3227.0,5.0,5
Whitefield,1545.0,3.0,3
Whitefield,3262.0,4.0,4
Whitefield,1132.0,2.0,2
Whitefield,2830.0,5.0,4
Whitefield,1195.0,2.0,2
Whitefield,3480.0,4.0,3
Whitefield,709.0,1.0,1
Whitefield,1320.0,2.0,2
Whitefield,750.0,2.0,2
Whitefield,1200.0,3.0,3
Whitefield,3445.0,5.0,4
Whitefield,1700.0,3.0,3
Whitefield,4827.0,4.0,4
Whitefield,1405.0,2.0,2
Whitefield,3252.0,4.0,4
Whitefield,1150.0,2.0,2
Whitefield,2400.0,4.0,4
Whitefield,624.0,1.0,1
Whitefield,1700.0,3.0,3
Whitefield,4960.0,4.0,4
Whitefield,2928.0,4.0,4
Whitefield,1216.0,2.0,2
Whitefield,2882.0,5.0,4
Whitefield,1840.0,3.0,3
Whitefield,1778.0,3.0,3
Whitefield,650.0,1.0,1
Whitefield,2155.0,3.0,4
Whitefield,905.0,1.0,1
Whitefield,1216.0,2.0,2
Whitefield,1255.0,2.0,2
Whitefield,1216.0,2.0,2
Whitefield,709.0,1.0,1
